Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season,file,Unnamed: 0,No.,Name,Yr.,Ht.,Wt.,Team.1,Age
RIT,Philippe Jacques,11.0,Forwards,So,4-Jun,200.0,2002-10-29,"Québec, Que.",76.0,,,,Ottawa,CCHL,2023.0,roster_data_2023.csv,,,,,,,,7821
RIT,Adam Jeffery,15.0,Forwards,So,5-Jun,205.0,2001-05-08,"Leamington, Ont.",77.0,,,,Cowichan Valley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8360
RIT,Cody Laskosky,26.0,Forwards,Sr,11-May,180.0,1999-06-21,"New Norway, Alb.",71.0,,,,Camrose,AJHL,2023.0,roster_data_2023.csv,,,,,,,,9047
RIT,Tyler Mahan,14.0,Forwards,So,Jun-00,190.0,2001-12-14,"Calgary, Alb.",72.0,,,,Whitecourt,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8140
RIT,Evan Miller,8.0,Forwards,Jr,Jun-00,177.0,2000-03-07,"Niagara-on-the-Lake, Ont.",72.0,,,,Wellington,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8787
RIT,Caleb Moretz,20.0,Forwards,Gr,10-May,180.0,1998-07-14,"Fairbanks, Alaska",70.0,,,,Flin Flon,SJHL,2023.0,roster_data_2023.csv,,,,,,,,9389
RIT,Matthew Wilde,6.0,Forwards,Fr,2-Jun,198.0,2002-04-30,"Mississauga, Ont.",74.0,,,,Toronto,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8003
RIT,Carter Wilkie,21.0,Forwards,Jr,2-Jun,205.0,2000-04-03,"Calgary, Alb.",74.0,,,,West Kelowna,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8760
RIT,Daniel Chenard,32.0,Goaltenders,Sr,Jun-00,168.0,1999-10-03,"Waterloo, Ont.",72.0,,,,Wenatchee,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8943
RIT,Luke Lush,33.0,Goaltenders,Fr,2-Jun,194.0,1998-02-15,"Sherwood Park, Alb.",74.0,,,,Sacred Heart,AHA,2023.0,roster_data_2023.csv,,,,,,,,9538
RIT,Tommy Scarfone,30.0,Goaltenders,Jr,Jun-00,175.0,2000-11-19,"L'Île-Bizard, Que.",72.0,,,,Surrey,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8530
Ohio State,Scooter Brickey,8.0,Defensemen,Gr,4-Jun,215.0,1999-05-27,"Burtchville, Mich.",76.0,,,,Des Moines,USHL,2023.0,roster_data_2023.csv,,,,,,,,9072
Ohio State,Damien Carfagna,93.0,Defensemen,So,Jun-00,185.0,2002-12-12,"Wood Ridge, N.J.",72.0,,,,New Hampshire,HEA,2023.0,roster_data_2023.csv,,,,,,,,7777
Ohio State,Brent Johnson,7.0,Defensemen,Jr,Jun-00,185.0,2003-03-20,"Dallas, Texas",72.0,2021.0,WSH,3.0,North Dakota,NCHC,2023.0,roster_data_2023.csv,,,,,,,,7679
Ohio State,Mason Klee,6.0,Defensemen,Gr,2-Jun,195.0,1999-10-04,"Morrison, Colo.",74.0,,,,Rensselaer,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8942
Ohio State,John Larkin,4.0,Defensemen,So,2-Jun,190.0,2001-01-26,"Detroit, Mich.",74.0,,,,Austin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8462
Ohio State,Nathan McBrayer,2.0,Defensemen,Fr,Jun-00,195.0,2004-05-11,"Columbus, Ohio",72.0,,,,Muskegon,USHL,2023.0,roster_data_2023.csv,,,,,,,,7261
Ohio State,William Smith,28.0,Defensemen,Fr,1-Jun,195.0,2003-03-29,"Toronto, Ont.",73.0,,,,Omaha,USHL,2023.0,roster_data_2023.csv,,,,,,,,7670
Ohio State,Theo Wallberg,44.0,Defensemen,Fr,5-Jun,203.0,2003-12-04,"Stockhom, Sweden",77.0,,,,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,7420
Ohio State,Caden Brown,12.0,Forwards,Jr,11-May,185.0,2003-06-22,"Chesterfield, Mo.",71.0,,,,Wisconsin,B10,2023.0,roster_data_2023.csv,,,,,,,,7585
Ohio State,Davis Burnside,23.0,Forwards,So,Jun-00,176.0,2003-09-22,"La Grange, Ill.",72.0,,,,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,7493
Ohio State,Matt Cassidy,20.0,Forwards,Gr,Jun-00,187.0,1999-07-31,"Medford, N.J.",72.0,,,,Quinnipiac,ECAC,2023.0,roster_data_2023.csv,,,,,,,,9007
Ohio State,Sam Deckhut,25.0,Forwards,Fr,11-May,195.0,2002-04-02,"San Diego, Calif.",71.0,,,,Sioux City,USHL,2023.0,roster_data_2023.csv,,,,,,,,8031
Ohio State,Jake Dunlap,91.0,Forwards,So,9-May,175.0,2001-12-05,"Windham, N.H.",69.0,,,,New Hamphire,HEA,2023.0,roster_data_2023.csv,,,,,,,,8149
Ohio State,Joe Dunlap,21.0,Forwards,Sr,Jun-00,185.0,1999-11-30,"Windham, N.H.",72.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8885
Ohio State,Michael Gildon,18.0,Forwards,Sr,2-Jun,196.0,2001-06-21,"Plano, Texas",74.0,,,,USA U-18 Team,NTDP,2023.0,roster_data_2023.csv,,,,,,,,8316
Ohio State,Ryan Gordon,29.0,Forwards,Fr,Jun-00,185.0,2002-05-05,"Duluth, Ga.",72.0,,,,Sioux Falls,USHL,2023.0,roster_data_2023.csv,,,,,,,,7998
Ohio State,Patrick Guzzo,71.0,Forwards,Sr,3-Jun,198.0,2001-11-27,"Marysville, Mich.",75.0,,,,Waterloo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8157
Ohio State,Stephen Halliday,19.0,Forwards,So,4-Jun,210.0,2002-07-02,"Ajax, Ont.",76.0,2022.0,OTT,4.0,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,7940
Ohio State,Riley Hughes,9.0,Forwards,Gr,2-Jun,200.0,2000-06-27,"Westwood, Mass.",74.0,2018.0,NYR,7.0,Northeastern,HEA,2023.0,roster_data_2023.csv,,,,,,,,8675
Ohio State,Dalton Messina,14.0,Forwards,Gr,11-May,195.0,1998-03-29,"Macomb, Mich.",71.0,,,,Youngstown,USHL,2023.0,roster_data_2023.csv,,,,,,,,9496
Ohio State,Max Montes,16.0,Forwards,Fr,8-May,165.0,2003-09-01,"Waukesha, Wis.",68.0,,,,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,7514
Ohio State,Cam Thiesing,15.0,Forwards,Jr,Jun-00,184.0,2001-03-26,"Franklin, Tenn.",72.0,,,,Green Bay,USHL,2023.0,roster_data_2023.csv,,,,,,,,8403
Ohio State,Thomas Weis,10.0,Forwards,Fr,10-May,180.0,2002-02-08,"Madison, Wis.",70.0,,,,Madison,USHL,2023.0,roster_data_2023.csv,,,,,,,,8084
Ohio State,Kristoffer Eberly,60.0,Goaltenders,Fr,4-Jun,208.0,2002-12-10,"Pinckney, Mich.",76.0,,,,Green Bay,USHL,2023.0,roster_data_2023.csv,,,,,,,,7779
Ohio State,Reilly Herbst,34.0,Goaltenders,Jr,Jun-00,185.0,2000-02-17,"Niwot, Colo.",72.0,,,,Omaha,USHL,2023.0,roster_data_2023.csv,,,,,,,,8806
Ohio State,Logan Terness,1.0,Goaltenders,Sr,Jun-00,175.0,2002-09-18,"Burnaby, B.C.",72.0,,,,Connecticut,HEA,2023.0,roster_data_2023.csv,,,,,,,,7862
Long Island,AJ Casperson,3.0,Defensemen,So,2-Jun,190.0,2001-07-19,"Flower Mound, Texas",74.0,,,,Janesville,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8288
Long Island,Jordan Di Cicco,7.0,Defensemen,Sr,9-May,180.0,1999-05-17,"London, Ont.",69.0,,,,Brooks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,9082
Long Island,John Gormley,24.0,Defensemen,Jr,4-Jun,225.0,2000-08-19,"Bronx, N.Y.",76.0,,,,Bismark,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8622
Long Island,Xan Gurney,16.0,Defensemen,So,3-Jun,205.0,2000-05-28,"Grosse Ile, Mich.",75.0,,,,Western Michigan,NCHC,2023.0,roster_data_2023.csv,,,,,,,,8705
Long Island,Atte Lehikoinen,4.0,Defensemen,Fr,3-Jun,215.0,2003-07-05,"Joensuu, Finland",75.0,,,,Tappara U20 A,SM-sarja,2023.0,roster_data_2023.csv,,,,,,,,7572
Long Island,Cade Mason,6.0,Defensemen,So,11-May,190.0,2001-08-26,"Red Deer, Alb.",71.0,,,,Spruce Grove,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8250
Long Island,Peter Muzyka,2.0,Defensemen,So,3-Jun,205.0,2000-05-14,"Toronto, Ont.",75.0,,,,Cornell,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8719
Long Island,Valtteri Piironen,5.0,Defensemen,So,4-Jun,195.0,2001-09-11,"Pyhäselkä, Finland",76.0,,,,Sioux Falls,USHL,2023.0,roster_data_2023.csv,,,,,,,,8234
Long Island,Garrett Valk,28.0,Defensemen,Fr,3-Jun,205.0,2002-10-20,"North Vancouver, B.C.",75.0,,,,Langley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7830
Long Island,Heath Armstrong,10.0,Forwards,Fr,8-May,172.0,2002-05-12,"Calgary, Alb.",68.0,,,,Brooks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7991
Long Island,Daniel Baldassarra,9.0,Forwards,So,10-May,170.0,2002-03-15,"Vaughan, Ont.",70.0,,,,North York,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8049
Long Island,Austin Brimmer,21.0,Forwards,So,3-Jun,218.0,2001-10-10,"Markham, Ont.",75.0,,,,Shreveport,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8205
Long Island,Preston Brodziak,25.0,Forwards,Sr,Jun-00,185.0,1999-06-29,"Estevan, Sask.",72.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,9039
Long Island,Grayson Constable,15.0,Forwards,Gr,2-Jun,205.0,1998-05-05,"Lethbridge, Alb.",74.0,,,,Holy Cross,AHA,2023.0,roster_data_2023.csv,,,,,,,,9459
Long Island,Isaiah Fox,8.0,Forwards,Jr,11-May,175.0,2000-07-05,"Pierrefonds, Que.",71.0,,,,Maine,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8667
Long Island,Aaron Grounds,23.0,Forwards,Gr,2-Jun,190.0,1999-12-24,"Jamestown, N.D.",74.0,,,,American Int'l,AHA,2023.0,roster_data_2023.csv,,,,,,,,8861
Long Island,Noah Kane,44.0,Forwards,Sr,11-May,183.0,1999-11-27,"Buffalo, N.Y.",71.0,,,,Mercyhurst,AHA,2023.0,roster_data_2023.csv,,,,,,,,8888
Long Island,Onni Leppänen,52.0,Forwards,Fr,8-May,165.0,2003-12-01,"Helsinki, Finland",68.0,,,,Jokerit U20 A,SM-sarja,2023.0,roster_data_2023.csv,,,,,,,,7423
Long Island,Zachary Nazzarett,12.0,Forwards,Sr,8-May,155.0,2000-08-25,"Cheektowaga, N.Y.",68.0,,,,Alaska-Anchorage,WCHA,2023.0,roster_data_2023.csv,,,,,,,,8616
Long Island,Chris Pappas,11.0,Forwards,Jr,11-May,175.0,2000-11-26,"Etobicoke, Ont.",71.0,,,,St. Lawrence,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8523
Long Island,Remy Parker,27.0,Forwards,Jr,3-Jun,184.0,1998-04-27,"Montclair, N.J.",75.0,,,,Utica,NCAA DIII,2023.0,roster_data_2023.csv,,,,,,,,9467
Long Island,Kade Peterson,18.0,Forwards,Fr,1-Jun,190.0,2003-05-02,"West Fargo, N.D.",73.0,,,,St. Cloud,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7636
Long Island,Adam Pitters,20.0,Forwards,Gr,10-May,180.0,1999-02-09,"Grosse Pointe, Mich.",70.0,,,,Bowling Green,CCHA,2023.0,roster_data_2023.csv,,,,,,,,9179
Long Island,Jack Quinn,19.0,Forwards,Sr,10-May,185.0,1999-12-28,"Lancaster, Mass.",70.0,,,,Kenai River Brown,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8857
Long Island,Luke Strickland,14.0,Forwards,Fr,Jun-00,192.0,2002-10-16,"Keswick, Ont.",72.0,,,,Wellington,OJHL,2023.0,roster_data_2023.csv,,,,,,,,7834
Long Island,Riley Wallack,22.0,Forwards,So,5-Jun,225.0,2001-04-05,"South Surrey, B.C.",77.0,,,,Langley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8393
Long Island,Nolan Welsh,17.0,Forwards,Sr,Jun-00,185.0,1999-06-23,"Whistler, B.C.",72.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,9045
Long Island,Josh Zary,13.0,Forwards,So,Jun-00,190.0,2001-10-15,"Nanaimo, B.C.",72.0,,,,Alberni Valley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8200
Long Island,Rico DiMatteo,33.0,Goaltenders,Sr,3-Jun,170.0,2001-01-01,"Brasher Falls, N.Y.",75.0,,,,Northern Michigan,CCHA,2023.0,roster_data_2023.csv,,,,,,,,8487
Long Island,Brandon Perrone,35.0,Goaltenders,Gr,10-May,165.0,1998-10-26,"Hauppauge, N.Y.",70.0,,,,Alaska-Anchorage,WCHA,2023.0,roster_data_2023.csv,,,,,,,,9285
Long Island,Noah Rupprecht,31.0,Goaltenders,Fr,11-May,180.0,2002-06-15,"Thief River Falls, Minn.",71.0,,,,Minot,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7957
Lindenwood,Jack Anderson,18.0,Defensemen,So,6-Jun,225.0,2002-11-14,"St. Louis, Mo.",78.0,,,,El Paso,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7805
Lindenwood,Kabore Dunn,28.0,Defensemen,So,2-Jun,180.0,2001-11-10,"Mill Bay, B.C.",74.0,,,,Maine,HEA,2023.0,roster_data_2023.csv,,,,,,,,8174
Lindenwood,Caleb Price,16.0,Defensemen,Jr,10-May,165.0,2000-03-31,"Hooksett, N.H.",70.0,,,,New Jersey,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8763
Lindenwood,Joe Prouty,15.0,Defensemen,So,Jun-00,181.0,2001-11-29,"Apple Valley, Minn.",72.0,,,,New Mexico,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8155
Lindenwood,Brenden Rons,22.0,Defensemen,Gr,5-Jun,220.0,1998-03-03,"Farmington Hills, Mich.",77.0,,,,Ferris State,CCHA,2023.0,roster_data_2023.csv,,,,,,,,9522
Lindenwood,Kieran Ruscheinski,3.0,Defensemen,So,6-Jun,209.0,2001-03-05,"Calgary, Alb.",78.0,,,,Salmon Arm,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8424
Lindenwood,Cole Teleki,2.0,Defensemen,Fr,2-Jun,194.0,2002-03-13,"Dallas, Texas",74.0,,,,Oklahoma,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8051
Lindenwood,Coltan Wilkie,14.0,Defensemen,So,8-May,181.0,2000-04-03,"Elkhorn, Neb.",68.0,,,,Okotoks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8760
Lindenwood,Aiden Yakimchuk,5.0,Defensemen,Jr,4-Jun,205.0,2000-05-14,"Montréal, Que.",76.0,,,,Drumheller,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8719
Lindenwood,Mitch Allard,10.0,Forwards,Jr,1-Jun,210.0,2000-01-27,"Shelby Township, Mich.",73.0,,,,Minnesota,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8827
Lindenwood,Zachary Aughe,13.0,Forwards,Sr,3-Jun,205.0,2000-02-18,"Clarkston, Mich.",75.0,,,,Maine,HEA,2023.0,roster_data_2023.csv,,,,,,,,8805
Lindenwood,Adam Conquest,24.0,Forwards,Gr,Jun-00,190.0,2000-05-10,"Brighton, Mich.",72.0,,,,Bowling Green,CCHA,2023.0,roster_data_2023.csv,,,,,,,,8723
Lindenwood,Cade DeStefani,6.0,Forwards,So,2-Jun,185.0,2001-06-21,"Bedford, N.H.",74.0,,,,Janesville,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8316
Lindenwood,Austin Fraser,25.0,Forwards,Fr,2-Jun,205.0,2003-08-24,"West Vancouver, B.C.",74.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7522
Lindenwood,David Gagnon,27.0,Forwards,Jr,Jun-00,181.0,2000-04-19,"Halifax, N.S.",72.0,,,,Truro,MJAHL,2023.0,roster_data_2023.csv,,,,,,,,8744
Lindenwood,Kyle Jeffers,8.0,Forwards,Jr,10-May,165.0,1999-01-06,"Winter Springs, Fla.",70.0,,,,American Int'l,AHA,2023.0,roster_data_2023.csv,,,,,,,,9213
Lindenwood,Drew Kuzma,9.0,Forwards,So,6-Jun,218.0,2002-11-13,"St. Albert, Alb.",78.0,,,,Flin Flon,SJHL,2023.0,roster_data_2023.csv,,,,,,,,7806
Lindenwood,Shane Lavelle,23.0,Forwards,So,1-Jun,180.0,2001-08-16,"Chaska, Minn.",73.0,,,,Cowichan Valley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8260
Lindenwood,Jaeden Mercier,11.0,Forwards,Fr,11-May,170.0,2002-02-12,"Saskatoon, Sask.",71.0,,,,Flin Flon,SJHL,2023.0,roster_data_2023.csv,,,,,,,,8080
Lindenwood,Patrick Schmiedlin,17.0,Forwards,Fr,1-Jun,185.0,2002-03-20,"Culver, Ind.",73.0,,,,Maine,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8044
Lindenwood,Jake Southgate,21.0,Forwards,Fr,11-May,185.0,2002-11-04,"North Battleford, Sask.",71.0,,,,Battleford,SJHL,2023.0,roster_data_2023.csv,,,,,,,,7815
Lindenwood,Caige Sterzer,19.0,Forwards,Jr,5-Jun,216.0,2000-08-08,"Kimberley, B.C.",77.0,,,,Lone Star,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8633
Lindenwood,Ethan Zielke,12.0,Forwards,Fr,10-May,180.0,2003-08-03,"Calgary, Alb.",70.0,,,,Humboldt,SJHL,2023.0,roster_data_2023.csv,,,,,,,,7543
Lindenwood,Trent Burnham,1.0,Goaltenders,Jr,Jun-00,165.0,2000-03-27,"Eagle River, Alaska",72.0,,,,Sioux Falls,USHL,2023.0,roster_data_2023.csv,,,,,,,,8767
Lindenwood,Adam Johnson,30.0,Goaltenders,Fr,3-Jun,185.0,2002-10-15,"Chicago, Ill.",75.0,,,,Johnstown,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7835
Lindenwood,Matthew Syverson,31.0,Goaltenders,Fr,4-Jun,185.0,2003-04-22,"Apple Valley, Minn.",76.0,,,,,,2023.0,roster_data_2023.csv,,,,,,,,7646
Western Michigan,Jacob Bauer,2.0,Defensemen,Sr,3-Jun,202.0,2002-02-25,"Detroit, Mich.",75.0,,,,Lincoln,USHL,2023.0,roster_data_2023.csv,,,,,,,,8067
Western Michigan,Carter Berger,23.0,Defensemen,Gr,Jun-00,185.0,1999-09-17,"North Vancouver, B.C.",72.0,2019.0,FLA,4.0,Connecticut,HEA,2023.0,roster_data_2023.csv,,,,,,,,8959
Western Michigan,Cole Crusberg-Roseen,3.0,Defensemen,Fr,11-May,184.0,2002-04-14,"Stratham, N.H.",71.0,,,,Lincoln,USHL,2023.0,roster_data_2023.csv,,,,,,,,8019
Western Michigan,Cedric Fiedler,17.0,Defensemen,Sr,3-Jun,204.0,2001-04-20,"Zug, Switzerland",75.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8378
Western Michigan,Zak Galambos,4.0,Defensemen,Gr,2-Jun,190.0,1997-05-27,"Walnut Creek, Calif.",74.0,,,,American Int'l,AHA,2023.0,roster_data_2023.csv,,,,,,,,9802
Western Michigan,Daniel Hilsendager,15.0,Defensemen,Sr,1-Jun,200.0,2000-03-30,"Lloydminster, Sask.",73.0,,,,Omaha,USHL,2023.0,roster_data_2023.csv,,,,,,,,8764
Western Michigan,Jacob Napier,6.0,Defensemen,Fr,2-Jun,190.0,2003-03-31,"Lancaster, N.Y.",74.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,7668
Western Michigan,Samuel Sjolund,33.0,Defensemen,So,1-Jun,175.0,2001-05-19,"Stockholm, Sweden",73.0,,,,Dubuque ,USHL,2023.0,roster_data_2023.csv,,,,,,,,8349
Western Michigan,Trevor Bishop,22.0,Forwards,Sr,Jun-00,185.0,1999-01-23,"Rochester Hills, Mich.",72.0,,,,Victoria,BCHL,2023.0,roster_data_2023.csv,,,,,,,,9196
Western Michigan,Alex Bump,20.0,Forwards,Fr,Jun-00,194.0,2003-11-20,"Prior Lake, Minn.",72.0,2022.0,PHI,5.0,Tri-City,USHL,2023.0,roster_data_2023.csv,,,,,,,,7434
Western Michigan,Cole Burtch,27.0,Forwards,Fr,10-May,170.0,2001-01-11,"Markham, Ont.",70.0,,,,Cedar Rapids,USHL,2023.0,roster_data_2023.csv,,,,,,,,8477
Western Michigan,Joe Cassetti,8.0,Forwards,Gr,4-Jun,205.0,1999-02-28,"Pleasanton, Calif.",76.0,,,,Miami,NCHC,2023.0,roster_data_2023.csv,,,,,,,,9160
Western Michigan,Sam Colangelo,12.0,Forwards,Gr,3-Jun,208.0,2001-12-26,"Stoneham, Mass.",75.0,2020.0,ANA,2.0,Northeastern,HEA,2023.0,roster_data_2023.csv,,,,,,,,8128
Western Michigan,Matteo Costantini,25.0,Forwards,Sr,1-Jun,192.0,2002-08-16,"St. Catharines, Ont.",73.0,2020.0,BUF,5.0,North Dakota,NCHC,2023.0,roster_data_2023.csv,,,,,,,,7895
Western Michigan,Luke Grainger,9.0,Forwards,Sr,10-May,180.0,1999-09-03,"Montreal, Que.",70.0,,,,Hawkesbury,CCHL,2023.0,roster_data_2023.csv,,,,,,,,8973
Western Michigan,Chad Hillebrand,10.0,Forwards,Sr,4-Jun,200.0,1999-01-22,"Park Ridge, Ill.",76.0,,,,Green Bay,USHL,2023.0,roster_data_2023.csv,,,,,,,,9197
Western Michigan,Cam Knuble,19.0,Forwards,Sr,Jun-00,200.0,2000-07-23,"Grand Rapids, Mich.",72.0,,,,Muskegon,USHL,2023.0,roster_data_2023.csv,,,,,,,,8649
Western Michigan,Hugh Larkin,28.0,Forwards,Sr,2-Jun,205.0,1999-03-27,"Livonia, Mich.",74.0,,,,Austin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,9133
Western Michigan,Oliver MacDonald,13.0,Forwards,Sr,10-May,185.0,2000-11-07,"Grosse Pointe, Mich.",70.0,,,,Massachusetts,HEA,2023.0,roster_data_2023.csv,,,,,,,,8542
Western Michigan,Owen Michaels,34.0,Forwards,Fr,1-Jun,190.0,2002-05-01,"Detroit, Mich.",73.0,,,,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,8002
Western Michigan,Ethan Phillips,29.0,Forwards,Gr,9-May,155.0,2001-05-07,"Dartmouth, N.S.",69.0,2019.0,DET,4.0,Boston University,HEA,2023.0,roster_data_2023.csv,,,,,,,,8361
Western Michigan,Wyatt Schingoethe,18.0,Forwards,Jr,11-May,180.0,2002-08-03,"Algonquin, Ill.",71.0,2020.0,TOR,7.0,Waterloo,USHL,2023.0,roster_data_2023.csv,,,,,,,,7908
Western Michigan,Ean Somoza,26.0,Forwards,Fr,3-Jun,195.0,2003-02-08,"Thousand Oaks, Calif.",75.0,,,,Wenatchee,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7719
Western Michigan,Garrett Szydlowski,24.0,Forwards,Fr,10-May,180.0,2002-06-12,"Detroit, Mich.",70.0,,,,Wenatchee,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7960
Western Michigan,Tim Washe,16.0,Forwards,Sr,3-Jun,210.0,2001-08-25,"Clarkston, Mich.",75.0,,,,Nanaimo,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8251
Western Michigan,Dylan Wendt,37.0,Forwards,Jr,1-Jun,185.0,2001-01-09,"Grand Haven, Mich.",73.0,,,,Muskegon,USHL,2023.0,roster_data_2023.csv,,,,,,,,8479
Western Michigan,Ethan Wolthers,11.0,Forwards,So,8-May,155.0,2001-07-19,"Valencia, Calif.",68.0,,,,Minnesota,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8288
Western Michigan,Kirk Laursen,1.0,Goaltenders,So,3-Jun,185.0,2000-01-02,"Bloomfield Hills, Mich.",75.0,,,,Miami,NCHC,2023.0,roster_data_2023.csv,,,,,,,,8852
Western Michigan,Cameron Rowe,31.0,Goaltenders,Sr,3-Jun,210.0,2001-06-01,"Wilmette, Ill.",75.0,,,,Des Moines,USHL,2023.0,roster_data_2023.csv,,,,,,,,8336
Western Michigan,Dawson Smith,30.0,Goaltenders,Fr,4-Jun,195.0,2003-02-17,"Whitehorse, YT",76.0,,,,La Ronge,SJHL,2023.0,roster_data_2023.csv,,,,,,,,7710
American Intl,Theo Angesved,23.0,Defensemen,Fr,10-May,172.0,2003-06-23,"Växjö, Sweden",70.0,,,,Frölunda HC J20,SWE,2023.0,roster_data_2023.csv,,,,,,,,7584
American Intl,Brett Callahan,4.0,Defensemen,Gr,10-May,182.0,1998-10-16,"Westmont, Ill.",70.0,,,,Jersey Hitmen,USPHL,2023.0,roster_data_2023.csv,,,,,,,,9295
American Intl,Brian Kramer,7.0,Defensemen,Sr,11-May,181.0,2000-07-20,"Wexford, Pa.",71.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8652
American Intl,Tomi Leppanen,5.0,Defensemen,Fr,1-Jun,190.0,2003-04-07,"Heinola, Finland",73.0,,,,Sioux City,USHL,2023.0,roster_data_2023.csv,,,,,,,,7661
American Intl,Hunter McCurdy,20.0,Defensemen,So,1-Jun,220.0,2001-08-09,"Mokena, Ill.",73.0,,,,Danbury,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8267
American Intl,Matt Rickard,6.0,Defensemen,Sr,Jun-00,170.0,1999-07-28,"Coventry, R.I.",72.0,,,,Lone Star,NAHL,2023.0,roster_data_2023.csv,,,,,,,,9010
American Intl,Casper Soderling,15.0,Defensemen,So,Jun-00,176.0,2001-06-02,"Stockholm, Sweden",72.0,,,,Nacka HK,,2023.0,roster_data_2023.csv,,,,,,,,8335
American Intl,Nico Somerville,2.0,Defensemen,Sr,9-May,185.0,1999-04-08,"Nanaimo, B.C.",69.0,,,,Penticton,BCHL,2023.0,roster_data_2023.csv,,,,,,,,9121
American Intl,Evan Stella,37.0,Defensemen,Jr,10-May,180.0,2001-05-11,"Karlstad, Sweden",70.0,,,,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,8357
American Intl,Andrew Amousse,16.0,Forwards,So,3-Jun,215.0,2001-07-16,"Laval, Que.",75.0,,,,Victoria,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8291
American Intl,Douglas Andersson,14.0,Forwards,Fr,6-Jun,209.0,2002-04-04,"Ängelholm, Sweden",78.0,,,,KRIF Hockey,SWE,2023.0,roster_data_2023.csv,,,,,,,,8029
American Intl,Josh Barnes,27.0,Forwards,So,10-May,175.0,2002-09-27,"Cornwall, Ont.",70.0,,,,Des Moines,USHL,2023.0,roster_data_2023.csv,,,,,,,,7853
American Intl,Dario Beljo,39.0,Forwards,Fr,3-Jun,190.0,2002-08-15,"Sudbury, Ont.",75.0,,,,Brooks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7896
American Intl,Jordan Biro,19.0,Forwards,Sr,8-May,160.0,2000-08-10,"Sherwood Park, Alb.",68.0,,,,Colorado College,NCHC,2023.0,roster_data_2023.csv,,,,,,,,8631
